nombre,url,modelo,categoria,precio,descripcion,opiniones,imagen
Conexion T Pasamanos en Codo 22 mm,https://www.accesorionautico.com/pasamanos-soportes-conexion-pasamanos-c-28_422_427.html,[90866161],[Conexion T Pasamanos],"8,95€","Conexion en codo para pasamanos.,Diametro Int 22 mm. Diametro Ext 28 mm. Alto 49 mm.,Angulo 90º.",8/10  (5 votos),https://www.accesorionautico.com/images/products/90866161.jpg
Compas empotrable URANIA,https://www.accesorionautico.com/compases-compases-empotrables-c-25_770_812.html,[13250002],[Compases empotrables],"165,00€","Compas URANIA empotrable.,Suspensión semicardanica interna.,Iluminación. 12 v. Escala 5º",8/10  (7 votos),https://www.accesorionautico.com/images/products/13250002.jpg
Compas para puertas 355,https://www.accesorionautico.com/compas-para-puertas-p-3734.html,[23500027],"[Resortes, retenes y sujetapuertas]","175,00€","Compás para puertas o armarios PERKO.,Cromado, juego 2 unidades.,Longitud 355 mm",9/10  (11 votos),https://www.accesorionautico.com/images/products/23500025.jpg
Compas empotrable ZENITH,https://www.accesorionautico.com/compases-compases-empotrables-c-25_770_812.html,[13250032],[Compases empotrables],"115,95€","Compas empotrable ZENITH.,Suspensión semicardanica interna. Con iluminación.,Alimentacion 12 v,Escala 5 º",8/10  (4 votos),https://www.accesorionautico.com/images/products/13250032.jpg
Compas empotrable ZENITH,https://www.accesorionautico.com/compases-compases-empotrables-c-25_770_812.html,[13250004],[Compases empotrables],"125,00€","Compas empotrable ZENITH.,Suspensión semicardanica interna.,Iluminación. 12 v,Escala 5º",9/10  (1 voto),https://www.accesorionautico.com/images/products/13250004.jpg
Compas vertical POLARE,https://www.accesorionautico.com/compases-compases-verticales-c-25_770_813.html,[13250011],[Compases verticales],"155,00€","Compas POLARE para instalación vertical.,Suspensión cardánica interna.,Iluminación. 12 v. Escala 5º,Inclinómetro.,Opcional kit de compensación para veleros.",9/10  (10 votos),https://www.accesorionautico.com/images/products/13250011.jpg
Compas Aries de lectura frontal blanco-azul,https://www.accesorionautico.com/compases-compases-lectura-frontal-c-25_770_815.html,[13250085],[Compases de lectura frontal],"47,95€","Compases de lectura frontal ARIES,Dimensiones: Ø 100 mm; alto 56,5 mm,Graduacion 5 º,Color blanco-azul",9/10  (1 voto),https://www.accesorionautico.com/images/products/compas-aries-azul-imnasa-ref.13250085.jpg
Cojin para asiento cajón doble (g),https://www.accesorionautico.com/cojin-para-asiento-cajon-doble-p-4665.html,[90700194],[Asientos y Cojines],"82,95€","Cojin para asiento cajón doble (g) ref 04829602,Dimensiones (largoxanchoxalto): 90 x 40 x 6 cm",10/10  (2 votos),https://www.accesorionautico.com/images/products/04829601.jpg
Compas para puertas 255,https://www.accesorionautico.com/compas-para-puertas-p-3732.html,[23500025],"[Resortes, retenes y sujetapuertas]","175,00€","Compás para puertas o armarios PERKO.,Cromado, juego 2 unidades.,Longitud 255 mm",10/10  (10 votos),https://www.accesorionautico.com/images/products/23500025.jpg
Compas Aries de lectura frontal blanco,https://www.accesorionautico.com/compases-compases-lectura-frontal-c-25_770_815.html,[13250088],[Compases de lectura frontal],"47,95€","Compases de lectura frontal ARIES,Dimensiones: Ø 100 mm; alto 56,5 mm,Graduacion 5 º,Color blanco",9/10  (10 votos),https://www.accesorionautico.com/images/products/compas-aries-azul-imnasa-ref.13250085.jpg
Cojines flotantes 4 plazas,https://www.accesorionautico.com/cojines-flotantes-plazas-p-3548.html,[90250472],[Otros de Seguridad],"51,95€","Cojines flotantes para 4 personas.,Dimensiones (largoxanchoxalto): 70 x 50 x17 centímetros.",9/10  (6 votos),https://www.accesorionautico.com/images/products/90250471.jpg
Compas empotrable ARTICA,https://www.accesorionautico.com/compases-compases-empotrables-c-25_770_812.html,[13250007],[Compases empotrables],"85,00€","Compas empotrable ARTICA.,Consuspensión semicardanica interna.,Iluminación. Alimentacion 12 v,Escala 5º",9/10  (3 votos),https://www.accesorionautico.com/images/products/13250007.jpg
Codigo Señales Maritimas para Nautica Imnasa,https://www.accesorionautico.com/codigo-senales-maritimas-para-nautica-imnasa-p-122.html,[16400290],[Codigo Señales Maritimas],"2,49€","Codigo Señales Maritimas para Nautica Imnasa,Adhesivo con los codigos de señales, obligatorio en el equipo de seguridad. Medidas:215x150 mm ",10/10  (4 votos),https://www.accesorionautico.com/images/products/codigo-de-senales-internacionales-pegatina.jpg
Cincha 40 50 Metros,https://www.accesorionautico.com/cincha-metros-p-3619.html,[50250174],[Accesorios Cabrestantes],"63,95€","Cincha de sujeccion de 40 mm de ancho,Longitud 50 metros",9/10  (6 votos),https://www.accesorionautico.com/images/products/50250173.jpg
Cincha 50 50 Metros,https://www.accesorionautico.com/cincha-metros-p-3620.html,[50250175],[Accesorios Cabrestantes],"110,00€","Cincha de sujeccion de 50 mm de ancho,Longitud 50 metros",9/10  (7 votos),https://www.accesorionautico.com/images/products/50250173.jpg
Cincha 25 50 Metros,https://www.accesorionautico.com/cincha-metros-p-3618.html,[50250173],[Accesorios Cabrestantes],"43,89€","Cincha de sujeccion de 25 mm de ancho.,Longitud 50 metros",8/10  (2 votos),https://www.accesorionautico.com/images/products/50250173.jpg
Cierre Tirador Inox 50 mm Imnasa,https://www.accesorionautico.com/cierre-tirador-inox-imnasa-p-1515.html,[40250194],[Cierres],"24,95€","Cierre tirador de alta calidad y resistente a la corrosión.,Realizado en inox 316.,Diametro 50 mm.",9/10  (10 votos),https://www.accesorionautico.com/images/products/40250194.jpg
Cocina con Horno Inox,https://www.accesorionautico.com/cocina-horno-inox-p-9728.html,[35250345],[Cocinas],"770,00€","2 fuegos normales,De acero inoxidable.,Medidas: Alto 510 mm. x ancho 400 mm. x hondo 420.,Capacidad  30 lts. Peso 32 kgs ",0/10  (0 votos),https://www.accesorionautico.com/images/products/35250349.jpg
Cojin para cajon asiento sencillo,https://www.accesorionautico.com/cojin-para-cajon-asiento-sencillo-p-4663.html,[90700192],[Asientos y Cojines],"46,95€",Cojin para cajón asiento sencillo mod 0482501,9/10  (10 votos),https://www.accesorionautico.com/images/products/04829501.jpg
CuentaRevoluciones/Tacometro 4000 Rpm Imnasa Blanco,https://www.accesorionautico.com/cuentarevolucionestacometro-4000-imnasa-blanco-p-9447.html,[76400012],[Cuentarrevoluciones],"68,95€","Cuenta revoluciones para motor de gasolina.,Iluminacion interior. 12 V.,Diametro de anclaje 87 mm. Diametro exterior 96 mm.,Color blanco",0/10  (0 votos),https://www.accesorionautico.com/images/products/76400012.jpg
Cuenta Millas Negro 30kn Imnasa,https://www.accesorionautico.com/cuenta-millas-negro-30kn-imnasa-p-10340.html,[76400214],"[Cuentahoras, cuentamillas]","67,95€","Cuentamillas ,85 mm diametro,REF SENSOR 76400100",0/10  (0 votos),https://www.accesorionautico.com/images/products/76400014.jpg
Clavija para conexion puerto,https://www.accesorionautico.com/clavija-para-conexion-puerto-p-3724.html,[64000096],[Conectores y Enchufes],"69,95€","Clavija para conexión,en puertos en poliamida.,230 W. 30 Amp",8/10  (1 voto),https://www.accesorionautico.com/images/products/64000096.jpg
Cuenta horas Negro Imnasa,https://www.accesorionautico.com/cuenta-horas-negro-imnasa-p-10332.html,[76400202],"[Cuentahoras, cuentamillas]","43,95€","Cuenta horas.,12 V,Diametro anclaje 52 mm.,Volt 9-17",0/10  (0 votos),https://www.accesorionautico.com/images/products/76400002.jpg
Cierre Tirador Inox 60 mm Imnasa,https://www.accesorionautico.com/cierre-tirador-inox-imnasa-p-1517.html,[09120708],[Cierres],"55,95€","Cierre tirador.,Realizado en inox y acabado en bronce naval.,Diametro 60 mm.",9/10  (4 votos),https://www.accesorionautico.com/images/products/09120708.jpg
Cornamusa Plana Aluminio 195 mm,https://www.accesorionautico.com/cornamusas-cornamusas-planas-aluminio-c-28_404_407.html,[90800347],[Cornamusas Planas Aluminio],"11,95€","Cornamusa plana en aluminio anodizado.,Long 195 mm. Anch 22 mm. Alto 27 mm.",9/10  (8 votos),https://www.accesorionautico.com/images/products/04011012.jpg
Cuenta Millas Negro 50kn Imnasa,https://www.accesorionautico.com/cuenta-millas-negro-50kn-imnasa-p-10341.html,[76400215],"[Cuentahoras, cuentamillas]","67,95€","Cuentamillas ,85 mm diametro,REF SENSOR 76400100",0/10  (0 votos),https://www.accesorionautico.com/images/products/speedometre-12v-noir-ou-blanc-diam-85mm-[2]-4215-p.jpg
Cuenta Millas Blanco 50kn Imnasa,https://www.accesorionautico.com/cuenta-millas-blanco-50kn-imnasa-p-10339.html,[76400015],"[Cuentahoras, cuentamillas]","67,95€","Cuentamillas ,85 mm diametro,REF SENSOR 76400100",0/10  (0 votos),https://www.accesorionautico.com/images/products/speedometre-12v-noir-ou-blanc-diam-85mm-[2]-4215-p.jpg
Cornamusa Plana Aluminio 120 mm,https://www.accesorionautico.com/cornamusas-cornamusas-planas-aluminio-c-28_404_407.html,[90800345],[Cornamusas Planas Aluminio],"4,95€","Cornamusa plana en aluminio anodizado.,Long 120 mm. Anch 15 mm. Alto 20 mm.",9/10  (6 votos),https://www.accesorionautico.com/images/products/04011012.jpg
Cornamusa Plana Aluminio 147 mm,https://www.accesorionautico.com/cornamusas-cornamusas-planas-aluminio-c-28_404_407.html,[90800346],[Cornamusas Planas Aluminio],"5,95€","Cornamusa plana en aluminio anodizado.,Long 147 mm. Anch 22 mm. Alto 20 mm.",9/10  (11 votos),https://www.accesorionautico.com/images/products/04011012.jpg
Cuenta Millas Blanco 30kn Imnasa,https://www.accesorionautico.com/cuenta-millas-blanco-30kn-imnasa-p-10338.html,[76400014],"[Cuentahoras, cuentamillas]","67,95€","Cuentamillas ,85 mm diametro,REF SENSOR 76400100",0/10  (0 votos),https://www.accesorionautico.com/images/products/76400014.jpg
Cornamusa Inox Pulido 340 mm,https://www.accesorionautico.com/cornamusas-cornamusas-inox-pulido-c-28_404_406.html,[90800361],[Cornamusas Inox Pulido],"88,95€","Cornamusa en acero inoxidable pulido.,Medidas:,largo : 340 mm,ancho : 37 mm,alto : 82 mm,de agujero a agujero : 135 mm",0/10  (0 votos),https://www.accesorionautico.com/images/products/04017418.jpg
Cornamusa Inox Pulido 237 mm,https://www.accesorionautico.com/cornamusas-cornamusas-inox-pulido-c-28_404_406.html,[90800359],[Cornamusas Inox Pulido],"35,95€","Cornamusa en acero inoxidable pulido.,Medidas:,largo : 237mm,alcho : 24mm,alto : 45 mm,de agujero a agujero : 80 mm",9/10  (6 votos),https://www.accesorionautico.com/images/products/04017418.jpg
Cuenta horas Blanco Imnasa,https://www.accesorionautico.com/cuenta-horas-blanco-imnasa-p-10331.html,[76400002],"[Cuentahoras, cuentamillas]","43,95€","Cuenta horas.,12 V,Diametro anclaje 52 mm.,Volt 9-17",6/10  (1 voto),https://www.accesorionautico.com/images/products/76400002.jpg
Cornamusa Inox Pulido 300 mm,https://www.accesorionautico.com/cornamusas-cornamusas-inox-pulido-c-28_404_406.html,[90800360],[Cornamusas Inox Pulido],"69,95€","Cornamusa en acero inoxidable pulido.,Medidas:,largo : 300 mm,ancho : 33 mm,alto : 63 mm,de agujero a agujero : 100 mm",9/10  (10 votos),https://www.accesorionautico.com/images/products/04017418.jpg
Cornamusa Inox 250 mm,https://www.accesorionautico.com/cornamusas-cornamusas-inox-c-28_404_405.html,[90866011],[Cornamusas Inox 316],"19,95€","Cornamusa en acero inoxidable cilindrica.,Medidas 250x15x45 mm. Base 20x65 mm.",9/10  (2 votos),https://www.accesorionautico.com/images/products/90866399.jpg
Cocina portatil a gas IMNASA,https://www.accesorionautico.com/cocina-portatil-imnasa-p-6315.html,[94300030],[Cocinas Portatiles],"19,95€","COCINA PORTATIL IMNASA,Hornillo de un quemador ideal para camping, picnic… Dispone de un maletín de plástico para un fácil transporte. Con sistema de cierre de seguridad de cartucho y sistema de bloqueo.,Encendido automatico.,Potencia 2200w,Consumo de gas 160 g/h.,Tiempo para hervir un litro de agua 5min 25 seg,Autonomia 1h 30min en máxima potencia,Cuando no se usa el cartucho con válvula de seguridad se desconecta del sistema.,No incluye cartucho.",9/10  (4 votos),https://www.accesorionautico.com/images/products/94300030.jpg
Cornamusa Inox 150 mm,https://www.accesorionautico.com/cornamusas-cornamusas-inox-c-28_404_405.html,[90866009],[Cornamusas Inox 316],"8,95€","Cornamusa en acero inoxidable cilindrica.,Medidas 150x10x32 mm. Base 15x44 mm.",9/10  (5 votos),https://www.accesorionautico.com/images/products/90866399.jpg
Cojin para asiento cajón doble (p),https://www.accesorionautico.com/cojin-para-asiento-cajon-doble-p-4664.html,[90700193],[Asientos y Cojines],"59,95€","Cojin para asiento cajón doble (p) ref 04829601,Dimensiones (largoxanchoxalto): 80 x 40 x 6 cm",9/10  (8 votos),https://www.accesorionautico.com/images/products/04829601.jpg
Cornamusa Inox Pulido 175 mm,https://www.accesorionautico.com/cornamusas-cornamusas-inox-pulido-c-28_404_406.html,[90800358],[Cornamusas Inox Pulido],"12,95€","Cornamusa en acero inoxidable pulido.,Medidas:,largo 175mm,Ancho 18mm,Alto 32 mm,Entre agujeros sujecion : 60 mm",9/10  (9 votos),https://www.accesorionautico.com/images/products/04017418.jpg
Copa de vino 4 Unidades,https://www.accesorionautico.com/vajillas-cristaleria-c-29_461_911.html,[04845026],[Cristaleria],"14,95€","Copa para vino en vidrio,Capacidad 200 ml,4 piezas",9/10  (11 votos),https://www.accesorionautico.com/images/products/04845026.jpg
Copa de agua 4 Unidades,https://www.accesorionautico.com/vajillas-cristaleria-c-29_461_911.html,[04845023],[Cristaleria],"21,95€","Copa de agua en vidrio,Capacidad 350 ml,4 piezas",8/10  (2 votos),https://www.accesorionautico.com/images/products/04845023.jpg
Cornamusa Inox 305 mm,https://www.accesorionautico.com/cornamusas-cornamusas-inox-c-28_404_405.html,[90877012],[Cornamusas Inox 316],"28,95€","Cornamusa en acero inoxidable cilindrica.,Medidas 305x20x54 mm. Base 22x68 mm.",9/10  (5 votos),https://www.accesorionautico.com/images/products/90866399.jpg
Convertidor power inverter 2000W-24V,https://www.accesorionautico.com/convertidor-power-inverter-2000w24v-p-6068.html,[65299054],[Convertidores 12/24 v a 220],"299,00€",Convertidor 2000W-24V. salida 220 V.,9/10  (10 votos),https://www.accesorionautico.com/images/products/65299050.jpg
Convertidor power inverter 1000W-24V,https://www.accesorionautico.com/convertidor-power-inverter-1000w24v-p-1227.html,[65299056],[Convertidores 12/24 v a 220],"143,00€",Convertidor 1000 W 24 V. salida 220 V.,9/10  (6 votos),https://www.accesorionautico.com/images/products/65299050.jpg
Convertidor power inverter 1000W-12V,https://www.accesorionautico.com/convertidor-power-inverter-1000w12v-p-1224.html,[65299051],[Convertidores 12/24 v a 220],"175,00€",Convertidor 1000 W 12 V. salida 220 V.,9/10  (4 votos),https://www.accesorionautico.com/images/products/65299050.jpg
Copa de champagne 4 Unidades,https://www.accesorionautico.com/vajillas-cristaleria-c-29_461_911.html,[04845024],[Cristaleria],"18,95€","Copa de champagne en vidrio,Capacidad 180 ml,4 piezas",9/10  (10 votos),https://www.accesorionautico.com/images/products/04845024.jpg
Cornamusa Inox 200 mm,https://www.accesorionautico.com/cornamusas-cornamusas-inox-c-28_404_405.html,[90866010],[Cornamusas Inox 316],"11,95€","Cornamusa en acero inoxidable cilindrica.,Medidas:  200 mm longitud superior. 12 mm anchura. altura 38 mm.,Base 17x50 mm.,Distancia entre centro tornillos de la base: lomgitudinales 772 mm. de anchura 35mm",9/10  (1 voto),https://www.accesorionautico.com/images/products/90866399.jpg
Convertidor power inverter 500W-12V,https://www.accesorionautico.com/convertidor-power-inverter-500w12v-p-1223.html,[65299050],[Convertidores 12/24 v a 220],"68,95€",Convertidor 500 W 12 V. salida 220 V.,9/10  (5 votos),https://www.accesorionautico.com/images/products/65299050.jpg
Conmutador 2 Baterias Guest,https://www.accesorionautico.com/accesorios-bateriascajas-desconectadores-desconectadores-conmutadores-bateria-c-26_141_363.html,[90803100],[Desconectadores Y Conmutadores Bateria],"58,95€","Desconectador estanco para el uso de dos baterias.,Diametro 152 mm.,Continuo 230 Amp. Intermitente 300 Amp.",10/10  (2 votos),https://www.accesorionautico.com/images/products/90803100.jpg
Convertidor power inverter 600W-24V,https://www.accesorionautico.com/convertidor-power-inverter-600w24v-p-1226.html,[65299055],[Convertidores 12/24 v a 220],"72,95€",Convertidor 600 W 24 V. salida 220 V.,8/10  (8 votos),https://www.accesorionautico.com/images/products/65299050.jpg
Cornamusa Inox 125 mm,https://www.accesorionautico.com/cornamusas-cornamusas-inox-c-28_404_405.html,[90866398],[Cornamusas Inox 316],"5,25€"," ,Cornamusa en acero inoxidable cilindrica.,Medidas 125x8x30 mm. Base 14x39 mm.",9/10  (7 votos),https://www.accesorionautico.com/images/products/90866399.jpg
Convertidor power inverter 1500W-12V,https://www.accesorionautico.com/convertidor-power-inverter-1500w12v-p-1225.html,[65299052],[Convertidores 12/24 v a 220],"199,00€",Convertidor 1500 W 12 V. salida 220 V.,9/10  (4 votos),https://www.accesorionautico.com/images/products/65299050.jpg
Cuentarrevoluciones/Tacometro VDO 0-4000 rev,https://www.accesorionautico.com/cuentarrevolucionestacometro-04000-p-10000.html,[62512397],[Cuentarrevoluciones],"171,00€","Tacometro  con iluminacion incorporada a 12 y 24 v .,Diametro 80 mm",0/10  (0 votos),https://www.accesorionautico.com/images/products/mxDzDue_Q-wdTas73bQyP_g.jpg
Cornamusa Inox 100 mm,https://www.accesorionautico.com/cornamusas-cornamusas-inox-c-28_404_405.html,[90866399],[Cornamusas Inox 316],"3,75€","Cornamusa en acero inoxidable cilindrica.,Medidas 100x8x27 mm. Base 14x37 mm.",9/10  (9 votos),https://www.accesorionautico.com/images/products/90866399.jpg
Cuentarrevoluciones/Tacometro VDO 0-4000 rev,https://www.accesorionautico.com/cuentarrevolucionestacometro-04000-p-9997.html,[62512391],[Cuentarrevoluciones],"171,00€","Tacometro con iluminacion incorporada a 12 y 24 v .,Diametro 80 mm",0/10  (0 votos),https://www.accesorionautico.com/images/products/tacometro-vdo-6000rpm.jpg
CuentaRevoluciones/Tacometro 7000 Rpm Imnasa Negro,https://www.accesorionautico.com/cuentarevolucionestacometro-7000-imnasa-negro-p-9449.html,[76400213],[Cuentarrevoluciones],"68,95€","Cuenta revoluciones para motor de gasolina.,Iluminacion interior. 12 V.,Diametro de anclaje 87 mm. Diametro exterior 96 mm.,Color negro",0/10  (0 votos),https://www.accesorionautico.com/images/products/76400012.jpg
CuentaRevoluciones/Tacometro 7000 Rpm Imnasa Blanco,https://www.accesorionautico.com/cuentarevolucionestacometro-7000-imnasa-blanco-p-4284.html,[76400013],[Cuentarrevoluciones],"68,95€","Cuenta revoluciones para motor de gasolina.,Iluminacion interior. 12 V.,Diametro de anclaje 87 mm. Diametro exterior 96 mm.,Color blanco",9/10  (3 votos),https://www.accesorionautico.com/images/products/tacometro-85mm-7000rpm-1-9832.jpg
Cuentarrevoluciones/Tacometro VDO 0-5000 rev,https://www.accesorionautico.com/cuentarrevolucionestacometro-05000-p-10001.html,[62512398],[Cuentarrevoluciones],"171,00€","Tacometro con iluminacion incorporada a 12 y 24 v .,Diametro 80 mm",0/10  (0 votos),https://www.accesorionautico.com/images/products/mxDzDue_Q-wdTas73bQyP_g.jpg
Cuentarrevoluciones/Tacometro Faria,https://www.accesorionautico.com/cuentarrevolucionestacometro-faria-p-6423.html,[51250801],[Cuentarrevoluciones],"109,95€","Tacometro en color blanco con iluminacion incorporada a 12 v.,Escala de 7000 para motores fueraborda.,Diametro 85 mm",8/10  (10 votos),https://www.accesorionautico.com/images/products/Relojeria Imnasa.jpg
Deposito Aguas Negras 90 L con bomba 12 v,https://www.accesorionautico.com/depositos-aguas-residuales-valvulas-deposito-aguas-negras-bomba-c-19_332_336.html,[70250255],[Deposito Aguas Negras con Bomba],"599,00€","Deposito para aguas negras en polietileno de alta densidad.,Con tubo de carga y bomba maceadora incorporada de descarga. Con tapa de registro.,Capacidad 90 Litros. 12V. ",0/10  (0 votos),https://www.accesorionautico.com/images/products/70250255.jpg
Cuentarrevoluciones/Tacometro VDO 0-5000 rev,https://www.accesorionautico.com/cuentarrevolucionestacometro-05000-p-9996.html,[62512392],[Cuentarrevoluciones],"171,00€","Tacometro con iluminacion incorporada a 12 y 24 v .,Diametro 80 mm",0/10  (0 votos),https://www.accesorionautico.com/images/products/tacometro-vdo-6000rpm.jpg
Deposito Aguas Negras 60 L con bomba,https://www.accesorionautico.com/depositos-aguas-residuales-valvulas-deposito-aguas-negras-bomba-c-19_332_336.html,[70250341],[Deposito Aguas Negras con Bomba],"309,95€","Deposito para aguas negras en polietileno de alta densidad.,Con tubo de carga y bomba maceadora incorporada de descarga. Con tapa de registro.,Preparado para instalar el indicador de nivel.,Capacidad 60 Litros. 12V. ",0/10  (0 votos),https://www.accesorionautico.com/images/products/70250340.jpg
CuentaRevoluciones/Tacometro 4000 Rpm Imnasa Negro,https://www.accesorionautico.com/cuentarevolucionestacometro-4000-imnasa-negro-p-9448.html,[76400212],[Cuentarrevoluciones],"68,95€","Cuenta revoluciones para motor de gasolina.,Iluminacion interior. 12 V.,Diametro de anclaje 87 mm. Diametro exterior 96 mm.,Color negro",0/10  (0 votos),https://www.accesorionautico.com/images/products/76400012.jpg
Deposito Aguas Negras 60 L con bomba,https://www.accesorionautico.com/depositos-aguas-residuales-valvulas-deposito-aguas-negras-bomba-c-19_332_336.html,[70250339],[Deposito Aguas Negras con Bomba],"265,00€","Deposito para aguas negras en polietileno de alta densidad.,Con tubo de carga y bomba maceadora incorporada de descarga. Con tapa de registro.,Preparado para instalar el indicador de nivel.,Capacidad 60 Litros. 12V. ",9/10  (8 votos),https://www.accesorionautico.com/images/products/05014712.jpg
Defensa Plana 90 x 30 cm Imnasa,https://www.accesorionautico.com/defensas-esfericas-planas-defensas-planas-c-21_114_293.html,[87250306-O],[Defensas Planas],"46,95€","Defensa Plana 90 x 30 cm Imnasa. Defensas plana semi-rígidas.,Sin riesgo de que se deshinche. Protege eficazmente el casco de su embarcación.,Fabricada en espuma de polietileno de células cerradas. No absorbe el agua ni retiene los hidrocarburos.,Fácil de guardar en un cofre. No marca el casco. Fácil de limpiar.,Puede ser utilizada tambien como cojin, para sentarse o arrodillarse.,Longitud: 900 mm Ancho: 300 mm Grosor: 75 mm.",0/10  (0 votos),https://www.accesorionautico.com/images/products/defensa-plana.jpg
Defensa Pantalan Tipo L Blanca Imnasa,https://www.accesorionautico.com/defensa-pantalan-tipo-blanca-imnasa-p-6373.html,[87250191],[Defensas Pantalan],"54,95€","Defensa Pantalan Tipo L Blanca Imnasa.,Fabricado en “espuma inyectada de polietileno ( EVA ).,Gran capacidad de absorción, impermeable y muy resistente.,Producto no poroso, dificil de ensuciar ( no pierde el color blanco,Dimensiones: largo 650 mm; alto 248 mm",9/10  (7 votos),https://www.accesorionautico.com/images/products/87250191.jpg
Deposito Aguas Negras 40 L con bomba,https://www.accesorionautico.com/depositos-aguas-residuales-valvulas-deposito-aguas-negras-bomba-c-19_332_336.html,[70250340],[Deposito Aguas Negras con Bomba],"289,00€","Deposito para aguas negras en polietileno de alta densidad.,Con tubo de carga y bomba maceadora incorporada de descarga. Con tapa de registro.,Preparado para instalar el indicador de nivel.,Capacidad 40 Litros. 12V. ",0/10  (0 votos),https://www.accesorionautico.com/images/products/70250340.jpg
Defensa moldeable Fuelle,https://www.accesorionautico.com/defensa-moldeable-fuelle-p-6371.html,[87250193],[Defensas Pantalan],"48,95€","Defensa moldeable,fabricada en “espuma inyectada de polietileno,( EVA ).Gran capacidad de absorción,,impermeable y muy resistente.,Producto no poroso, dificil de ensuciar,( no pierde el color blanco ),Piezas de 470 x 470 mm",9/10  (6 votos),https://www.accesorionautico.com/images/products/defensa-moldeable-de-470x470-mm.jpg
Defensa Plana 51 x 20 cm Imnasa,https://www.accesorionautico.com/defensas-esfericas-planas-defensas-planas-c-21_114_293.html,[87250304-O],[Defensas Planas],"13,95€","Defensa Plana 51 x 20 cm Imnasa. Defensa semi-rígida plana.,Sin riesgo de que se deshinche. Protege eficazmente el casco de su embarcación.,Fabricada en espuma de polietileno de células cerradas. No absorbe el agua ni retiene los hidrocarburos.,Fácil de guardar en un cofre. No marcan el casco. Fácil de limpiar.,Puede ser utilizada tambien como cojin, para sentarse o arrodillarse.,Longitud: 510 mm Ancho: 200 mm Grosor: 50 mm.",0/10  (0 votos),https://www.accesorionautico.com/images/products/defensa-plana.jpg
Deposito Combustible Imnasa 43 L,https://www.accesorionautico.com/depositos-combustible-fijos-depositos-combustible-asas-c-19_97_1012.html,[35250320],[Depositos Combustible Sin Asas],"129,00€","Depósito fijo para carburante fabricado en polietileno.,Esta equipado con toma de entrada, salida, aire y disposicion para aforador,Capacidad de combustible 43 litros.,Altura: 23 cm. Anchura: 35 cm. Longitud: 65 cm. ",0/10  (0 votos),https://www.accesorionautico.com/images/products/35250318.jpg
Deposito Combustible Imnasa 33 L,https://www.accesorionautico.com/depositos-combustible-fijos-depositos-combustible-asas-c-19_97_1012.html,[35250318],[Depositos Combustible Sin Asas],"109,00€","Depósito fijo para carburante fabricado en polietileno.,Esta equipado con toma de entrada, salida, aire y disposicion para aforador,Capacidad de combustible 33 litros.,Altura: 23 cm. Anchura: 35 cm. Longitud: 50 cm. ",0/10  (0 votos),https://www.accesorionautico.com/images/products/35250318.jpg
Deposito Aguas Negras 80 L con bomba,https://www.accesorionautico.com/depositos-aguas-residuales-valvulas-deposito-aguas-negras-bomba-c-19_332_336.html,[70250342],[Deposito Aguas Negras con Bomba],"329,00€","Deposito para aguas negras en polietileno de alta densidad.,Con tubo de carga y bomba maceadora incorporada de descarga. Con tapa de registro.,Preparado para instalar el indicador de nivel.,Capacidad 80 Litros. 12V. ",0/10  (0 votos),https://www.accesorionautico.com/images/products/70250340.jpg
Deposito Combustible Imnasa 42 L,https://www.accesorionautico.com/depositos-combustible-fijos-depositos-combustible-asas-c-19_97_1012.html,[35250319],[Depositos Combustible Sin Asas],"109,00€","Depósito fijo para carburante fabricado en polietileno.,Esta equipado con toma de entrada, salida, aire y disposicion para aforador,Capacidad de combustible 42 litros.,Altura: 30 cm. Anchura: 35 cm. Longitud: 50 cm. ",0/10  (0 votos),https://www.accesorionautico.com/images/products/35250318.jpg
Deposito Combustible Alto 91 L,https://www.accesorionautico.com/depositos-combustible-fijos-deposito-combustible-altos-c-19_97_249.html,[35250325],[Deposito Combustible Altos],"239,00€","Depósito fijo para carburante fabricado en polietileno. ,Está equipado con una pletina multifunción para adaptar un medidor mecánico o eléctrico, para alimentar el motor y para rellenar el depósito desde el exterior. ,Capacidad 91 Litros.,Altura: 44 cm. Anchura: 30 cm. Longitud: 91 cm.",8/10  (1 voto),https://www.accesorionautico.com/images/products/canalto.jpg
Cuentarrevoluciones/Tacometro VDO 0-3000 rev,https://www.accesorionautico.com/cuentarrevolucionestacometro-03000-p-9999.html,[62512396],[Cuentarrevoluciones],"171,00€","Tacometro con iluminacion incorporada a 12 y 24 v .,Diametro 80 mm",8/10  (1 voto),https://www.accesorionautico.com/images/products/mxDzDue_Q-wdTas73bQyP_g.jpg
Defensa Barco Imnasa Serie B 300X820 mm,https://www.accesorionautico.com/defensas-laterales-defensas-imnasa-anchas-c-21_111_287.html,[87250320-O],[Defensas Imnasa B - Anchas],"35,95€","Defensa Barco Imnasa Serie B 300X820 mm. Defensa con anillas blancas, fabricada en PVC resitente a la abrasion.,Son ideales para proteger el casco de su embarcacion.,Diametro: 300 mm Longitud: 820 mm",8/10  (1 voto),https://www.accesorionautico.com/images/products/anilla-blanca-serie-b-jpg
